Brand,Model,Weight,Released on the market,For women,For kids,Frame material,Frame type,Collapsible frame,Color,Fork type,Shock absorber type,Shock absorber pressure,Fork name,Wheel drive,Drive type,Transmission type,Number of speeds,System name,Cassette name,Front derailleur gears name,Rear derailleur gears name,Shifters type,Shifters name,Front brakes,Front brakes name,Rear brakes,Number of wheels,Wheels diameter,Double rim,Rim material,Rims name,Tyres pattern,Tyres name,Handlebar type,Handlebar name,Seat type,Seat suspension,Seat name,Pedals type,Pedals name,Front panel,Rear panel panel,Trunk,Rearview mirror,Horn,Basket
Forward,RISE 817,16.1 kg,-,-,-,Aluminum Alloy,Closed,-,"Red, Black",Suspension,Spring-elastomer,-,-,Rear,Chain,With an external switch,21,-,-,-,-,Trigger,-,V-brake,-,V-brake,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,-,Sports,Platform,-,-,-,-,-,-,-
Forward,RISE 817,16.1 kg,-,No,No,Aluminum Alloy,Closed,-,"Black, Red (Blue/Silver)",Suspension,Spring-elastomer,-,Zoom,Rear,Chain,With an external switch,21,Prowheel (28/38/48t),-,Shimano Tourney,Shimano TZ-50,Trigger,Shimano Revo Shift SL-RS35,Rim mechanical,V-brake,Rim mechanical,2,"26 """,Yes,Aluminium,Weinmann,Mud,Wanda,With the rise of,With the rise of,Sports,-,MTB,Platform,-,Yes,Yes,No,No,No,No
Forward,RISE 818,16.4 kg,-,-,-,Aluminum Alloy,Open,-,"White, Blue",Suspension,Spring-elastomer,-,-,Rear,Chain,With an external switch,21,-,-,-,-,-,-,V-brake,-,V-brake,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Forward,RISE 818,16.4 kg,-,No,No,Aluminum Alloy,Open,-,"White, Blue (White/Red)",Suspension,Spring-elastomer,-,Zoom 386,Rear,Chain,With an external switch,21,Prowheel (28/38/48t),-,Shimano Tourney,Shimano Tourney RD-TX35,-,Shimano ST-EF40,Rim mechanical,V-brake,Rim mechanical,2,"26 """,Yes,Aluminium,Weinmann,Mud,Wanda,Direct,Direct,Sports,No,MTB,Platform,-,Yes,Yes,No,No,No,No
Forward,SCORPION 100,12.8 kg,-,-,-,Steel,Open,-,"Yellow, Black",Tough,-,-,-,Rear,Chain,1-speed (?????????),1,-,-,-,-,-,-,-,-,-,-,"20 """,-,Aluminium,-,-,Junior,-,-,-,Platform,Platform,Platform,-,-,-,-,-,-,-
Forward,SCORPION 100,12.8 kg,-,No,No,Steel,Open,-,"Black, Yellow (Red/Black, White/Red)",Tough,-,-,-,Rear,Chain,1-speed (?????????),1,-,-,-,-,-,-,Missing,-,Foot,2,"20 """,-,Aluminium,-,-,Wanda,-,-,-,No,Junior,Platform,-,Yes,Yes,No,No,Yes,No
Forward,Scythian 20,14 kg,-,No,No,Steel,Open,-,"Blue (Green, Orange, Red, White)",Tough,-,-,-,Rear,Chain,1-speed (?????????),1,-,-,-,-,Trigger,-,Missing,-,Foot,2,"20 """,No,Aluminium,-,Semi slicks,Wanda,With the rise of,With the rise of,Comfortable,-,-,Platform,-,Yes,Yes,Yes,No,No,No
Forward,Scythian 24,15.2 kg,-,No,No,Steel,Open,-,"Blue (Emerald, Orange, Red)",Tough,-,-,-,Rear,Chain,1-speed (?????????),1,-,-,-,-,-,-,Missing,-,Foot,2,"24 """,-,Aluminium,-,-,Wanda,-,-,Comfortable,No,Cionlli,Platform,-,Yes,Yes,Yes,No,Yes,No
Forward,Scythian 28 man,16.2 kg,-,No,No,Steel,Closed,-,"Red (Black, Bordeaux, Dark-Blue, Silver)",Tough,-,-,-,Rear,Chain,1-speed (?????????),1,-,-,-,-,-,-,Missing,-,Foot,2,"28 """,-,Aluminium,-,-,Wanda,Direct,Direct,Comfortable,No,Cionlli,Platform,-,Yes,Yes,Yes,No,Yes,No
Forward,Scythian 28 woman,15.9 kg,-,Yes,No,Steel,Open,-,"Blue (Black, Emerald, Bordeaux)",Tough,-,-,-,Rear,Chain,1-speed (?????????),1,-,-,-,-,-,-,Missing,-,Foot,2,"28 """,-,Aluminium,-,-,Wanda,Direct,Direct,Comfortable,No,Cionlli,Platform,-,Yes,Yes,Yes,No,Yes,No
Forward,Seido 1.0 (2014),14.4 kg,2014,-,-,Aluminum Alloy,Open,-,Blue,Suspension,-,50 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Combined,-,Promax,-,Promax,-,"24 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Sports,Platform,-,Platform,-,Partial,Partial,-,-,-,-
Forward,Seido 1.0 (2014),14.4 kg,2014,Yes,-,Aluminum Alloy,Open,-,Blue,Suspension,-,50 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Combined,-,Promax (TX-117),-,Promax (TX-117),-,"24 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Sports,No,-,Platform,-,Yes,Yes,No,No,-,No
Forward,Sevilla 1.0 (2014),17.2 kg,2014,-,-,Steel,Open,-,Black,Tough,-,-,-,Rear,Chain,1-speed (?????????),1,-,-,-,-,-,-,-,-,-,-,"26 """,-,Aluminium,-,Slicks,Slicks,-,-,Comfortable,???????,-,Platform,-,Partial,Partial,-,-,-,-
Forward,Sevilla 1.0 (2014),17.2 kg,2014,Yes,-,Steel,Open,-,Black,Tough,-,-,-,Rear,Chain,1-speed (?????????),1,-,-,-,-,-,-,-,-,-,-,"26 """,-,Aluminium,-,Slicks,-,-,-,Comfortable,Yes ???????,-,Platform,-,Yes,Yes,Yes,No,-,No
Forward,Sevilla 2.0 (2014),-,2014,Steel,-,Steel,Open,-,White,Tough,-,-,-,Rear,Chain,with planetary gear,3,-,-,-,-,Grip-Shift,-,-,-,-,-,"26 """,Aluminium,Aluminium,-,Slicks,Slicks,-,-,Comfortable,???????,-,Platform,-,Partial,Partial,-,-,-,-
Forward,Sevilla 2.0 (2014),-,2014,Yes,-,Steel,Open,-,White,Tough,-,-,-,Rear,Chain,with planetary gear,3,-,-,-,-,Grip-Shift,-,-,-,-,-,"26 """,Yes,Aluminium,-,Slicks,-,-,-,Comfortable,Yes ???????,-,Platform,-,Yes,Yes,Yes,No,-,No
Forward,Sevilla 3.0 (2014),-,2014,Steel,-,Steel,Open,-,White,Tough,-,-,-,Rear,Chain,With an external switch,6,-,-,-,-,Grip-Shift,-,Promax,-,Promax,-,"26 """,-,Aluminium,-,Slicks,Slicks,-,-,Comfortable,???????,-,Platform,-,Partial,Partial,-,-,-,-
Forward,Sevilla 3.0 (2014),-,2014,Yes,-,Steel,Open,-,White,Tough,-,-,-,Rear,Chain,With an external switch,6,-,-,-,-,Grip-Shift,-,Promax (TX-119),-,Promax (TX-119),-,"26 """,-,Aluminium,-,Slicks,-,-,-,Comfortable,Yes ???????,-,Platform,-,Yes,Yes,Yes,No,-,No
Forward,Sevilla 461,16.4 kg,-,-,-,Steel,Open,-,"White, Blue",Tough,-,-,-,Rear,Chain,With an external switch,6,-,-,-,-,Grip-Shift,-,V-brake,-,V-brake,-,"24 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Comfortable,???????,Comfortable,Platform,-,-,-,-,-,-,-
Forward,Sevilla 461,16.4 kg,-,No,No,Steel,Open,-,"White, Blue (Red, Blue)",Tough,-,-,-,Rear,Chain,With an external switch,6,Prowheel,-,-,Shimano TZ-50,Trigger,Shimano Revo Shift SL-RS35,Rim mechanical,V-brake,Rim mechanical,2,"24 """,No,Aluminium,Weinmann,Semi slicks,Wanda,With the rise of,With the rise of,Comfortable,Yes,Cionlli,Platform,-,Yes,Yes,Yes,No,Yes,No
Forward,Spike 1.0 disk (2014),15.5 kg,2014,-,-,Aluminum Alloy,Closed,-,Blue,Suspension,-,100 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,Promax,-,Promax,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,-,Platform,-,Partial,Partial,-,-,-,-
Forward,Spike 1.0 disk (2014),15.5 kg,2014,No,-,Aluminum Alloy,Closed,-,Blue,Suspension,-,100 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,Promax (DSK-320),-,Promax (DSK-320),-,"26 """,Yes,Aluminium,-,Mud,-,Direct,Direct,Sports,No,-,Platform,-,Yes,Yes,No,No,-,No
Forward,SPIKE 917,15.7 kg,-,-,-,Aluminum Alloy,Closed,-,White,Suspension,Spring-elastomer,-,-,Rear,Chain,With an external switch,21,-,-,-,-,Trigger,-,V-brake,-,V-brake,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,-,Sports,Platform,-,-,-,-,-,-,-
Forward,SPIKE 917,15.7 kg,-,No,No,Aluminum Alloy,Closed,-,White (Dark-Gray),Suspension,Spring-elastomer,-,Zoom 565,Rear,Chain,With an external switch,21,Prowheel (28/38/48t),-,Shimano Tourney,Shimano Tourney RD-TX35,Trigger,Shimano ST-EF40,Rim mechanical,V-brake,Rim mechanical,2,"26 """,Yes,Aluminium,Weinmann,Mud,Wanda,With the rise of,With the rise of,Sports,-,Cionlli,Platform,-,Yes,Yes,No,No,No,No
Forward,SPIKE 918 disk,16 kg,-,-,-,Aluminum Alloy,Closed,-,Green,Suspension,-,-,-,Rear,Chain,With an external switch,21,-,-,-,-,-,-,-,-,-,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,-,Sports,Platform,-,-,-,-,-,-,-
Forward,SPIKE 918 disk,16 kg,-,No,No,Aluminum Alloy,Closed,-,Green (Dark-Gray),Suspension,-,-,Zoom,Rear,Chain,With an external switch,21,Prowheel (28/38/48t),-,Shimano Tourney,Shimano Altus RD-M310,-,Shimano Acera SL-EF51,Mechanical disc,-,Mechanical disc,2,"26 """,Yes,Aluminium,Weinmann,Mud,Kenda Koyote,Direct,Direct,Sports,-,Cionlli,Platform,-,Yes,Yes,No,No,No,No
Forward,Sporting 1.0 (2014),16.5 kg,2014,-,-,Steel,Closed,-,"Gray, Orange",Suspension,-,30 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Combined,-,Promax,-,Promax,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,-,Platform,-,Partial,Partial,-,-,-,-
Forward,Sporting 1.0 (2014),16.5 kg,2014,No,-,Steel,Closed,-,"Gray, Orange",Suspension,-,30 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Combined,-,Promax (TX117),-,Promax (TX117),-,"26 """,Yes,Aluminium,-,Mud,-,With the rise of,With the rise of,Sports,No,-,Platform,-,Yes,Yes,No,No,-,No
Forward,Sporting 2.0 disk (2014),-,2014,Steel,-,Steel,Open,-,"White, Black",Suspension,-,50 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,Promax DSK-320,-,Promax DSK-320,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,-,Platform,-,Partial,Partial,-,-,-,-
Forward,Sporting 2.0 disk (2014),-,2014,No,-,Steel,Open,-,"White, Black",Suspension,-,50 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,Promax DSK-320,-,Promax DSK-320,-,"26 """,Yes,Aluminium,-,Mud,-,With the rise of,With the rise of,Sports,No,-,Platform,-,Yes,Yes,No,No,-,No
Forward,SPORTING 817,17.8 kg,-,-,-,Steel,Closed,-,"Silver, Red, Black",Suspension,Spring-elastomer,-,-,Rear,Chain,With an external switch,21,-,-,-,-,Trigger,-,V-brake,-,V-brake,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,-,Sports,Platform,-,-,-,-,-,-,-
Forward,SPORTING 817,"17.8 kg (17"")",-,No,No,Steel,Closed,-,"Black, Silver, Red (Yellow, Blue)",Suspension,Spring-elastomer,-,Zoom,Rear,Chain,With an external switch,21,Prowheel (28/38/48t),-,Shimano Tourney,Shimano Tourney RD-TX55,Trigger,Shimano ST-EF40,Rim mechanical,V-brake,Rim mechanical,2,"26 """,Yes,Aluminium,Weinmann,Mud,Wanda,With the rise of,With the rise of,Sports,-,MTB,Platform,-,Yes,Yes,No,No,No,No
Forward,Sporting 818 disk,17.2 kg,-,-,-,Steel,Closed,-,White,Suspension,-,60 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Trigger,-,Promax,-,Promax,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,-,-,Sports,Platform,Sports,Platform,-,Partial,Partial,-,-,-,-
Forward,Sporting 818 disk,17.2 kg,-,No,-,Steel,Closed,-,White,Suspension,-,60 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Trigger,-,Promax (DSK-320),-,Promax (DSK-320),2,"26 """,Yes,Aluminium,-,Mud,-,-,-,Sports,No,-,Platform,-,Yes,Yes,No,No,-,No
Forward,Sporting 885,16.8 kg,-,-,-,Steel,Closed,-,"Gray, Black",Suspension,-,-,-,Rear,Chain,With an external switch,18,-,-,-,-,Grip-Shift,-,V-brake,-,V-brake,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Forward,Sporting 885,16.8 kg,-,No,No,Steel,Closed,-,"Black, Gray (Red/White, White/Dark-Blue, White, Red, Purple)",Suspension,Spring-elastomer,-,-,Rear,Chain,With an external switch,18,Prowheel,-,Shimano Tourney,Shimano TZ-50,Trigger,Shimano PS-35,Rim mechanical,V-brake,Rim mechanical,2,"26 """,Yes,Aluminium,-,Mud,Wanda,With the rise of,With the rise of,Sports,No,MTB,Platform,-,Yes,Yes,No,No,No,No
Forward,Talica 1.0 (2014),17.4 kg,2014,-,-,Steel,Open,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Forward,Talica 1.0 (2014),17.4 kg,2014,Yes,-,Steel,Open,-,-,Tough,-,-,-,Rear,Chain,1-speed (?????????),1,-,-,-,-,-,-,-,-,Alhonga HJ-806AD,-,"28 """,-,Aluminium,-,-,-,With the rise of,With the rise of,Comfortable,Yes ???????,-,Platform,-,Yes,Yes,Yes,No,-,No
Forward,Talica 2.0 (2014),18.01 kg,2014,-,-,Steel,Open,-,Red,Tough,-,-,-,Rear,Chain,With an external switch,7,-,-,-,-,Combined,-,Promax TX-119,-,Promax TX-119,-,"28 """,Aluminium,Aluminium,-,Slicks,Slicks,With the rise of,With the rise of,Comfortable,???????,-,Platform,-,Partial,Partial,-,-,-,-
Forward,Talica 2.0 (2014),18.01 kg,2014,Yes,-,Steel,Open,-,Red,Tough,-,-,-,Rear,Chain,With an external switch,7,-,-,-,-,Combined,-,Promax TX-119,-,Promax TX-119,-,"28 """,Yes,Aluminium,-,Slicks,-,With the rise of,With the rise of,Comfortable,Yes ???????,-,Platform,-,Yes,Yes,Yes,No,-,No
Forward,Tekota 1.0 (2014),15.79 kg,2014,-,-,Steel,Open,-,White,Suspension,-,50 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Trigger,-,Promax,-,Promax,-,"24 """,-,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Sports,Platform,-,Platform,-,Partial,Partial,-,-,-,-
Forward,Tekota 1.0 (2014),15.79 kg,2014,Yes,-,Steel,Open,-,White,Suspension,-,50 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Trigger,-,Promax (TX-117),-,Promax (TX-117),-,"24 """,-,Aluminium,-,Semi slicks,-,Direct,Direct,Sports,No,-,Platform,-,Yes,Yes,No,No,-,No
Forward,Terra 1.0 (2014),18.4 kg,2014,-,-,Steel,Closed,-,"White, Black",Suspension,-,50 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,Promax,-,Promax,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,-,Platform,-,Partial,Partial,-,-,-,-
Forward,Terra 1.0 (2014),18.4 kg,2014,No,-,Steel,Closed,-,"White, Black",Suspension,-,50 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,Promax (TX-117),-,Promax (TX-117),-,"26 """,Yes,Aluminium,-,Mud,-,With the rise of,With the rise of,Sports,No,-,Platform,-,Yes,Yes,No,No,-,No
Forward,Terra 2.0 disk (2014),19 kg,2014,-,-,Steel,Closed,-,"White, Green, Black",Suspension,-,60 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,Promax,-,Promax,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,-,Platform,-,Partial,Partial,-,-,-,-
Forward,Terra 2.0 disk (2014),19 kg,2014,No,-,Steel,Closed,-,"White, Green, Black",Suspension,-,60 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,Promax (DSK-320),-,Promax (DSK-320),-,"26 """,Yes,Aluminium,-,Mud,-,Direct,Direct,Sports,No,-,Platform,-,Yes,Yes,No,No,-,No
Forward,TERRA 917,19.6 kg,-,-,-,Steel,Closed,-,"White, Black",Suspension,Spring-elastomer,-,-,Rear,Chain,With an external switch,21,-,-,-,-,Trigger,-,V-brake,-,V-brake,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,-,Sports,Platform,-,-,-,-,-,-,-
Forward,TERRA 917,19.6 kg,-,No,No,Steel,Closed,-,"Black, White (Gray/Black Matt)",Suspension,Spring-elastomer,-,Zoom,Rear,Chain,With an external switch,21,Prowheel (28/38/48t),-,Shimano Tourney,Shimano Tourney RD-TX35,Trigger,Shimano ST-EF40,Rim mechanical,V-brake,Rim mechanical,2,"26 """,Yes,Aluminium,Weinmann,Mud,Wanda,With the rise of,With the rise of,Sports,-,Cionlli,Platform,-,Yes,Yes,No,No,No,No
Forward,Terra 918 (2013),18.4 kg,2013,-,-,Steel,Closed,-,"White, Black",Suspension,-,60 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,Promax DSK-320,-,Promax DSK-320,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Forward,Terra 918 (2013),18.4 kg,2013,No,-,Steel,Closed,-,"White, Black (Dark-Gray / White Matt)",Suspension,-,60 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,Promax DSK-320,-,Promax DSK-320,2,"26 """,Yes,Aluminium,-,Mud,-,Direct,Direct,Sports,No,-,Platform,-,Yes,Yes,No,No,-,No
Forward,Titan 1.0 (2014),14.8 kg,2014,-,-,Steel,Open,-,Blue,Tough,-,-,-,Rear,Chain,With an external switch,6,-,-,-,-,Grip-Shift,-,Promax,-,Promax,-,"24 """,-,Aluminium,-,Mud,Mud,-,-,Sports,Platform,-,Platform,-,Partial,Partial,-,-,-,-
Forward,Titan 1.0 (2014),14.8 kg,2014,No,-,Steel,Open,-,Blue,Tough,-,-,-,Rear,Chain,With an external switch,6,-,-,-,-,Grip-Shift,-,Promax (TX-117),-,Promax (TX-117),-,"24 """,-,Aluminium,-,Mud,-,-,-,Sports,No,-,Platform,-,Yes,Yes,No,No,-,No
Forward,Titan 2.0 (2014),15.9 kg,2014,-,-,Steel,Closed,-,White,Suspension,-,30 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Combined,-,Promax,-,Promax,-,"24 """,-,Aluminium,-,-,"1.95""",With the rise of,With the rise of,Sports,Platform,-,Platform,-,Partial,Partial,-,-,-,-
Forward,Titan 2.0 (2014),15.9 kg,2014,No,-,Steel,Closed,-,White (?????????),Suspension,-,30 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Combined,-,Promax (TX-117),-,Promax (TX-117),-,"24 """,-,Aluminium,-,-,-,With the rise of,With the rise of,Sports,No,-,Platform,-,Yes,Yes,No,No,-,No
Forward,Titan 2.0 low (2014),15.6 kg,2014,-,-,Steel,Closed,-,Black,Suspension,-,30 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Combined,-,-,-,-,-,"24 """,-,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,-,Platform,-,Partial,Partial,-,-,-,-
Forward,Titan 2.0 low (2014),15.6 kg,2014,Yes,-,Steel,Closed,-,Black,Suspension,-,30 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Combined,-,-,-,-,-,"24 """,-,Aluminium,-,Mud,-,Direct,Direct,Sports,No,-,Platform,-,Yes,Yes,No,No,-,No
Forward,Titan 3.0 disk (2014),-,2014,Aluminum Alloy,-,Aluminum Alloy,Closed,-,Blue,Suspension,-,50 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Combined,-,Promax,-,Promax,-,"24 """,-,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,-,Platform,-,Partial,Partial,-,-,-,-
Forward,Titan 3.0 disk (2014),-,2014,No,-,Aluminum Alloy,Closed,-,Blue,Suspension,-,50 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Combined,-,Promax (DSK-320),-,Promax (DSK-320),-,"24 """,-,Aluminium,-,Mud,-,Direct,Direct,Sports,No,-,Platform,-,Yes,Yes,No,No,-,No
Forward,TITAN 561,15.3 kg,-,-,-,Steel,Closed,-,Gray,Tough,-,-,-,Rear,Chain,With an external switch,6,-,-,-,-,Trigger,-,V-brake,-,V-brake,-,"24 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,-,Sports,Platform,-,-,-,-,-,-,-
Forward,TITAN 561,15.3 kg,-,No,Yes 12 years,Steel,Closed,-,"Gray (Yellow, Black Matt)",Tough,-,-,-,Rear,Chain,With an external switch,6,Prowheel,-,-,Shimano Tourney RD-TY18,Trigger,Shimano SL-TX30,Rim mechanical,V-brake,Rim mechanical,2,"24 """,No,Aluminium,-,Mud,Wanda,With the rise of,With the rise of,Sports,-,MTB,Platform,-,Yes,Yes,No,No,No,No
Forward,Titan 585,15.3 kg,-,-,-,Steel,Closed,-,Orange,Suspension,-,40 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Combined,-,Promax,-,Promax,-,"24 """,Aluminium,Aluminium,-,Mud,Mud,-,-,Sports,Platform,Sports,Platform,-,Partial,Partial,-,-,-,-
Forward,Titan 585,15.3 kg,-,No,-,Steel,Closed,-,Orange,Suspension,-,40 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Combined,-,Promax (TX-117),-,Promax (TX-117),2,"24 """,Yes,Aluminium,-,Mud,-,-,-,Sports,No,-,Platform,-,Yes,Yes,No,No,-,No
Forward,Tracer 1.0 (2014),14.47 kg,2014,-,-,Aluminum Alloy,-,-,Blue,Tough,-,-,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,Promax,-,Promax,-,"26 """,Aluminium,Aluminium,-,Slicks,Slicks,Direct,Direct,Sports,Platform,-,Platform,-,Partial,Partial,-,-,-,-
Forward,Tracer 1.0 (2014),14.47 kg,2014,No,-,Aluminum Alloy,-,-,Blue,Tough,-,-,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,Promax (TX-119),-,Promax (TX-119),-,"26 """,Yes,Aluminium,-,Slicks,-,Direct,Direct,Sports,No,-,Platform,-,Yes,Yes,No,No,-,No
Forward,Trinity 1.0 (2014),15 kg,2014,-,-,Aluminum Alloy,Closed,-,White,Suspension,-,50 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Combined,-,Tektro,-,Tektro,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,-,Platform,-,Partial,Partial,-,-,-,-
Forward,Trinity 1.0 (2014),15 kg,2014,No,-,Aluminum Alloy,Closed,-,White,Suspension,-,50 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Combined,-,Tektro (836AL),-,Tektro (836AL),-,"26 """,Yes,Aluminium,-,Mud,-,With the rise of,With the rise of,Sports,No,-,Platform,-,Yes,Yes,No,No,-,No
Forward,TSUNAMI 665,16.7 kg,-,-,-,Steel,Closed,-,"Red, Black",Suspension,Spring-elastomer,-,-,Rear,Chain,With an external switch,6,-,-,-,-,Trigger,-,V-brake,-,V-brake,-,"24 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,-,Sports,Platform,-,-,-,-,-,-,-
Forward,TSUNAMI 665,16.7 kg,-,No,Yes 12 years,Steel,Closed,-,"Black, Red (Green/Gray Matt, Dark-Blue/White)",Suspension,Spring-elastomer,-,Zoom,Rear,Chain,With an external switch,6,Prowheel,-,-,Shimano TZ-50,Trigger,Shimano Revo Shift SL-RS35,Rim mechanical,V-brake,Rim mechanical,2,"24 """,No,Aluminium,-,Mud,Wanda,With the rise of,With the rise of,Sports,-,YBT,Platform,-,Yes,Yes,No,No,No,No
Forward,Twister 1.0 (2014),14.19 kg,2014,-,-,Aluminum Alloy,Closed,-,"Red, Black",Suspension,-,50 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Trigger,-,Promax,-,Promax,-,"24 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,-,Platform,-,Partial,Partial,-,-,-,-
Forward,Twister 1.0 (2014),14.19 kg,2014,No,-,Aluminum Alloy,Closed,-,"Red, Black",Suspension,-,50 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Trigger,-,Promax (TX-117),-,Promax (TX-117),-,"24 """,Yes,Aluminium,-,Mud,-,Direct,Direct,Sports,No,-,Platform,-,Yes,Yes,No,No,-,No
Forward,Twister 2.0 disk (2014),-,2014,Aluminum Alloy,-,Aluminum Alloy,Closed,-,Blue,Suspension,-,50 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Trigger,-,Promax,-,Promax,-,"24 """,-,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,-,Platform,-,Partial,Partial,-,-,-,-
Forward,Twister 2.0 disk (2014),-,2014,No,-,Aluminum Alloy,Closed,-,Blue,Suspension,-,50 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Trigger,-,Promax (DSK-320),-,Promax (DSK-320),-,"24 """,-,Aluminium,-,Mud,-,Direct,Direct,Sports,No,-,Platform,-,Yes,Yes,No,No,-,No
Forward,Twister 587 (2013),14 kg,2013,-,-,Aluminum Alloy,Open,-,White,Suspension,-,50 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Trigger,-,Promax,-,Promax,-,"24 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,Partial,Partial,-,-,-,-
Forward,Twister 587 (2013),14 kg,2013,No,-,Aluminum Alloy,Open,-,White,Suspension,-,50 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Trigger,-,Promax,-,Promax,-,"24 """,Yes,Aluminium,-,Mud,-,Direct,Direct,Sports,No,-,Platform,-,Yes,Yes,No,No,-,No
Forward,Unit 265,13 kg,-,-,-,Steel,Closed,-,White,Suspension,-,30 mm,-,Rear,Chain,With an external switch,6,-,-,-,-,Grip-Shift,-,Promax,-,Promax,-,"20 """,Aluminium,Aluminium,-,Mud,-,With the rise of,With the rise of,Comfortable,Platform,Comfortable,Platform,-,Partial,Partial,-,-,-,-
Forward,Unit 265,13 kg,-,No,-,Steel,Closed,-,White,Suspension,-,30 mm,-,Rear,Chain,With an external switch,6,-,-,-,-,Grip-Shift,-,Promax (TX-107L),-,Promax (TX-107L),2,"20 """,Yes,Aluminium,-,Mud,-,With the rise of,With the rise of,Comfortable,No,-,Platform,-,Yes,Yes,No,No,-,No
