Fiyat,Marka,Model,Model Yılı,Bisiklet Sınıfı,Kullanıcı Sınıfı,Yaş Grubu,Cinsiyet,Vites Sayısı,Kadro Malzemesi,Ağırlık,Jant Çapı,Jant Malzemesi,Fren Tipi,Amortisör,Amortisör Konumu,Amortisör Türü,Elektrik Motoru,Akü Gerilimi,Akü Kapasitesi,Motor Gücü,Azami Sürüş Menzili,Şarj Süresi
----,Corelli,Jazz 1.3,2017,Dağ Bisikleti,Çocuk,----,Erkek,18,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Cyborg 2.2,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Cyborg 2.3,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,24 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Cyborg 2.4,2017,Dağ Bisikleti,Çocuk,----,Erkek,21,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Cyborg 3.0,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Cyborg 3.1,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Cyborg 3.2,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
2074,Corelli,Desire,2020,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,3,Alüminyum / Alaşım,16 kg,28 inç,Alüminyum / Alaşım,V Frenli / Kontra Frenli,Yok,----,----,----,----,----,----,----,----
700,Corelli,Dolce 1.0,2018,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
657,Corelli,Dolce 2.0,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
1347,Corelli,Dusty 1.0,2020,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,15.3 kg,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1358,Corelli,Dusty 1.1,2020,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,15.3 kg,27.5 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Dusty 1.2,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1575,Corelli,Dusty 2.0,2020,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,16.5 kg,26 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1850,Corelli,Dusty 2.1,2020,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,16.5 kg,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1750,Corelli,Dusty 2.2,2020,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,16.5 kg,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
2100,Corelli,Dusty 3.0,2018,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
2380,Corelli,Dusty 3.1,2018,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Dusty 3.2,2018,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Edida 1.0,2017,Dağ Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Edida 1.1,2017,Dağ Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,24 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Edida 2.0,2017,Dağ Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Edida 3.0,2017,Dağ Bisikleti,Yetişkin,----,Kadın,24,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1259,Corelli,Evol 1.0,2018,Dağ Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Evol 1.1,2018,Dağ Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,24 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
2142,Corelli,Evol 2.0,2018,Dağ Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Evol 3.0,2018,Dağ Bisikleti,Yetişkin,----,Kadın,24,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Exotic 1.0,2018,Dağ Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Exotic 1.1,2018,Dağ Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1664,Corelli,Fatboy,2019,Özel Tasarım,Çocuk,----,Erkek,7,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Yok,----,----,----,----,----,----,----,----
1094,Corelli,Firebird,2020,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Alüminyum / Alaşım,12.9 kg,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
550,Corelli,Fluss,2018,Özel Tasarım,Çocuk,----,Unisex,1,Çelik,----,12 inç,Alüminyum / Alaşım,Frensiz,Yok,----,----,----,----,----,----,----,----
2149,Corelli,Forista,2020,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,16.17 kg,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Forte 1.0,2018,Özel Tasarım,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,24 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Yok,----,----,----,----,----,----,----,----
2610,Corelli,Forte 2.0,2018,Özel Tasarım,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Yok,----,----,----,----,----,----,----,----
2145,Corelli,Frieda,2020,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,24,Alüminyum / Alaşım,16.12 kg,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
2425,Corelli,Genesis,2020,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,3,Alüminyum / Alaşım,19.2 kg,28 inç,Alüminyum / Alaşım,V Frenli / Kontra Frenli,Yok,----,----,----,----,----,----,----,----
----,Corelli,Grace 1.0,2018,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
3037,Corelli,Grace 2.0,2020,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,15.42 kg,26 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
3423,Corelli,Grace 3.0,2020,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,14.45 kg,26 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Grace 4.0,2018,Dağ Bisikleti,Yetişkin,----,Erkek,30,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1433,Corelli,Husky 1.1,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Jazz 1.0,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Jazz 1.1,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Jazz 1.2,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Jazz 1.3,2017,Dağ Bisikleti,Çocuk,----,Erkek,18,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Jazz 2.0,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Jazz 2.1,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Jazz 2.2,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,24 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Jazz 2.3,2017,Dağ Bisikleti,Yetişkin,----,Erkek,18,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
744,Corelli,Kickboy 16,2019,Şehir/Tur Bisikleti,Çocuk,----,Unisex,1,Alüminyum / Alaşım,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Corelli,Kickboy 20,2019,Şehir/Tur Bisikleti,Çocuk,----,Unisex,1,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
2050,Corelli,Latte,2020,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,3,Alüminyum / Alaşım,13.9 kg,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
2132,Corelli,Lekton 1.0,2020,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
2072,Corelli,Lekton 1.1,2020,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,16.52 kg,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Leon 3.0,----,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,14.7 kg,26 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1890,Corelli,Leone 1.0,2018,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Leone 1.1,2018,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1485,Corelli,Leone 1.2,2018,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
3319,Corelli,Leone 2.0,2018,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
3345,Corelli,Leone 2.1,2018,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Leone 2.2,2018,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
3769,Corelli,Leone 3.0,2018,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
3420,Corelli,Leone 3.1,2018,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
2774,Corelli,Leone 3.2,2018,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Leone 4.0,2018,Dağ Bisikleti,Yetişkin,----,Erkek,30,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
5143,Corelli,Leone 4.1,2018,Dağ Bisikleti,Yetişkin,----,Erkek,30,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
4533,Corelli,Leone 4.2,2018,Dağ Bisikleti,Yetişkin,----,Erkek,30,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
2600,Corelli,Like 1.0,2020,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,15.47 kg,28 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
3122,Corelli,Like 2.0,2020,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,24,Alüminyum / Alaşım,14.58 kg,28 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
3238,Corelli,Like 3.0,2020,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,27,Alüminyum / Alaşım,14.65 kg,28 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
4709,Corelli,Like 4.0,2020,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,30,Alüminyum / Alaşım,14.5 kg,28 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,March 1.0,2018,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,March 2.0,2018,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1394,Corelli,Mares,2020,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,1,Alüminyum / Alaşım,18.55 kg,28 inç,Alüminyum / Alaşım,V Frenli / Kontra Frenli,Yok,----,----,----,----,----,----,----,----
2081,Corelli,Mocha,2020,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,16.1 kg,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
2683,Corelli,Mystic,2020,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,15.4 kg,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
2187,Corelli,Neon 1.0,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
2151,Corelli,Neon 1.1,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
2160,Corelli,Neon 1.2,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Neon 2.0,2018,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
2082,Corelli,Neon 2.1,2018,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Neon 2.2,2018,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Nobel,2020,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,3,Alüminyum / Alaşım,19.3 kg,28 inç,Alüminyum / Alaşım,V Frenli / Kontra Frenli,Yok,----,----,----,----,----,----,----,----
1350,Corelli,Oldtown L,2020,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,1,Alüminyum / Alaşım,17.72 kg,26 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
980,Corelli,Oldtown M,2020,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,1,Alüminyum / Alaşım,18.11 kg,26 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
2885,Corelli,Opilio 1.1,2020,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,14.4 kg,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
2918,Corelli,Opilio 1.2,2020,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,14.4 kg,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Pearl,2019,Şehir/Tur Bisikleti,Çocuk,----,Kadın,3,Alüminyum / Alaşım,12.8 kg,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Corelli,Pierre 1.0,2017,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Corelli,Pierre 2.0,2017,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Pierre 3.0,2017,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Pierre 4.0,2017,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Corelli,Pierre 5.0,2017,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Pierre 6.0,2017,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Pierre 7.0,2017,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1287,Corelli,Pretty,2020,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,1,Alüminyum / Alaşım,19.6 kg,28 inç,Alüminyum / Alaşım,V Frenli / Kontra Frenli,Yok,----,----,----,----,----,----,----,----
----,Corelli,Relax 1.0,2018,Katlanır Bisiklet,Yetişkin,----,Unisex,7,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Corelli,Relax 2.0,2018,Katlanır Bisiklet,Yetişkin,----,Unisex,7,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Corelli,Sandy 1.0,2018,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Corelli,Sandy 2.0,2018,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1439,Corelli,Sandy 3.0,2018,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1289,Corelli,Sandy 4,2020,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,15.69 kg,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
1484,Corelli,Sandy 5.0,2018,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1366,Corelli,Sandy 6,2020,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,24,Alüminyum / Alaşım,14.96 kg,28 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1993,Corelli,Sandy 7,2020,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,14.89 kg,28 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1035,Corelli,Schule,2020,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,15.3 kg,26 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Corelli,Scopri 1.0,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Scopri 1.1,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Scopri 1.2,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Scopri 2.0,2017,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Jazz 1.3,2017,Dağ Bisikleti,Çocuk,----,Erkek,18,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Corelli,Scopri 2.2,2017,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
725,Corelli,Smile 16,2019,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Alüminyum / Alaşım,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
